Location,Study Name,Nodes,Before deformation global X[mm],Before deformation global Y[mm],Before deformation global Z[mm],After deformation global X[mm],After deformation global Y[mm],After deformation global Z[mm],Deflection mm,Deflection components global X[mm],Deflection components global Y[mm],Deflection components global Z[mm],Distance before deformation mm,Distance before deformation global X[mm],Distance before deformation global Y[mm],Distance before deformation global Z[mm],Distance after deformation mm,Distance after deformation global X[mm],Distance after deformation global Y[mm],Distance after deformation global Z[mm],Shrinkage mm,Shrinkage percent
1,20240207-MicroHoles_study,690,-25.0000,50.0000,2.5000,-24.8436,49.6416,2.4352,0.3964,0.1564,-0.3584,-0.0648,,,,,,,,,,,
2,20240207-MicroHoles_study,11106,-23.6175,50.0000,2.5000,-23.4678,49.6435,2.4378,0.3916,0.1497,-0.3565,-0.0622,1.3825,1.3825,0.0000,0.0000,1.3758,1.3758,0.0019,0.0025,0.0067,0.4869,
3,20240207-MicroHoles_study,11103,-22.2346,50.0000,2.5000,-22.0921,49.6410,2.4400,0.3909,0.1425,-0.3590,-0.0600,,,,,,,,,,,
4,20240207-MicroHoles_study,11097,-20.8518,50.0000,2.5000,-20.7188,49.6383,2.4421,0.3897,0.1330,-0.3617,-0.0579,1.3828,1.3828,0.0000,0.0000,1.3733,1.3733,-0.0027,0.0021,0.0095,0.6854,
5,20240207-MicroHoles_study,11100,-19.4691,50.0000,2.5000,-19.3459,49.6373,2.4447,0.3871,0.1232,-0.3627,-0.0553,,,,,,,,,,,
6,20240207-MicroHoles_study,11085,-18.0848,50.0000,2.5000,-17.9722,49.6384,2.4472,0.3824,0.1126,-0.3616,-0.0528,1.3843,1.3843,0.0000,0.0000,1.3737,1.3737,0.0011,0.0025,0.0106,0.7628,
7,20240207-MicroHoles_study,11094,-16.6967,50.0000,2.5000,-16.5926,49.6387,2.4498,0.3794,0.1041,-0.3613,-0.0502,,,,,,,,,,,
8,20240207-MicroHoles_study,11088,-15.3086,50.0000,2.5000,-15.2144,49.6384,2.4520,0.3767,0.0942,-0.3616,-0.0480,1.3881,1.3881,0.0000,0.0000,1.3782,1.3782,-0.0003,0.0022,0.0099,0.7136,
9,20240207-MicroHoles_study,11091,-13.9232,50.0000,2.5000,-13.8386,49.6381,2.4542,0.3745,0.0847,-0.3619,-0.0458,,,,,,,,,,,
10,20240207-MicroHoles_study,11058,-12.5379,50.0000,2.5000,-12.4645,49.6394,2.4569,0.3705,0.0734,-0.3606,-0.0431,1.3854,1.3854,0.0000,0.0000,1.3741,1.3741,0.0013,0.0027,0.0113,0.8128,
11,20240207-MicroHoles_study,11082,-11.1499,50.0000,2.5000,-11.0859,49.6410,2.4593,0.3669,0.0640,-0.3590,-0.0407,,,,,,,,,,,
12,20240207-MicroHoles_study,11079,-9.7619,50.0000,2.5000,-9.7075,49.6420,2.4614,0.3641,0.0543,-0.3580,-0.0386,1.3880,1.3880,0.0000,0.0000,1.3783,1.3783,0.0010,0.0022,0.0097,0.6954,
13,20240207-MicroHoles_study,11073,-8.3739,50.0000,2.5000,-8.3288,49.6421,2.4637,0.3625,0.0451,-0.3579,-0.0363,,,,,,,,,,,
14,20240207-MicroHoles_study,11076,-6.9859,50.0000,2.5000,-6.9509,49.6429,2.4659,0.3604,0.0350,-0.3571,-0.0341,1.3880,1.3880,0.0000,0.0000,1.3779,1.3779,0.0007,0.0022,0.0101,0.7278,
15,20240207-MicroHoles_study,11061,-5.5952,50.0000,2.5000,-5.5688,49.6434,2.4667,0.3591,0.0264,-0.3566,-0.0333,,,,,,,,,,,
16,20240207-MicroHoles_study,11070,-4.2026,50.0000,2.5000,-4.1855,49.6418,2.4670,0.3601,0.0170,-0.3582,-0.0330,1.3926,1.3926,0.0000,0.0000,1.3832,1.3832,-0.0016,0.0003,0.0094,0.6758,
17,20240207-MicroHoles_study,11064,-2.8121,50.0000,2.5000,-2.8077,49.6403,2.4678,0.3611,0.0044,-0.3597,-0.0322,,,,,,,,,,,
