Location,Study Name,Nodes,Before deformation global X[mm],Before deformation global Y[mm],Before deformation global Z[mm],After deformation global X[mm],After deformation global Y[mm],After deformation global Z[mm],Deflection mm,Deflection components global X[mm],Deflection components global Y[mm],Deflection components global Z[mm],Distance before deformation mm,Distance before deformation global X[mm],Distance before deformation global Y[mm],Distance before deformation global Z[mm],Distance after deformation mm,Distance after deformation global X[mm],Distance after deformation global Y[mm],Distance after deformation global Z[mm],Shrinkage mm,Shrinkage percent
11,20240207-MicroHoles_study_1 (0.264) (280) ,11684,-11.0768,-50.0000,2.5000,-11.0119,-49.6380,2.4830,0.3681,0.0649,0.3620,-0.0170,,,,,,,,,,,
12,20240207-MicroHoles_study_1 (0.264) (280) ,11681,-9.6880,-50.0000,2.5000,-9.6328,-49.6383,2.4810,0.3663,0.0552,0.3617,-0.0190,1.3888,1.3888,0.0000,0.0000,1.3791,1.3791,-0.0003,-0.0020,0.0097,0.6975,
13,20240207-MicroHoles_study_1 (0.264) (280) ,11687,-8.2964,-50.0000,2.5000,-8.2527,-49.6389,2.4794,0.3643,0.0437,0.3611,-0.0206,,,,,,,,,,,
14,20240207-MicroHoles_study_1 (0.264) (280) ,11678,-6.9048,-50.0000,2.5000,-6.8721,-49.6417,2.4784,0.3604,0.0327,0.3583,-0.0216,1.3916,1.3916,0.0000,0.0000,1.3806,1.3806,-0.0028,-0.0010,0.0110,0.7888,
15,20240207-MicroHoles_study_1 (0.264) (280) ,11693,-5.5141,-50.0000,2.5000,-5.4901,-49.6438,2.4774,0.3577,0.0240,0.3562,-0.0226,,,,,,,,,,,
16,20240207-MicroHoles_study_1 (0.264) (280) ,11690,-4.1247,-50.0000,2.5000,-4.1096,-49.6451,2.4748,0.3561,0.0151,0.3549,-0.0252,1.3895,1.3895,0.0000,0.0000,1.3805,1.3805,-0.0014,-0.0026,0.0089,0.6439,
17,20240207-MicroHoles_study_1 (0.264) (280) ,11696,-2.7381,-50.0000,2.5000,-2.7335,-49.6454,2.4725,0.3556,0.0046,0.3546,-0.0275,,,,,,,,,,,
18,20240207-MicroHoles_study_1 (0.264) (280) ,11699,-1.3501,-50.0000,2.5000,-1.3561,-49.6475,2.4717,0.3537,-0.0060,0.3525,-0.0283,1.3880,1.3880,0.0000,0.0000,1.3774,1.3774,-0.0020,-0.0009,0.0106,0.7613,
19,20240207-MicroHoles_study_1 (0.264) (280) ,11648,0.0379,-50.0000,2.5000,0.0232,-49.6495,2.4706,0.3520,-0.0146,0.3505,-0.0294,,,,,,,,,,,
20,20240207-MicroHoles_study_1 (0.264) (280) ,11711,1.4260,-50.0000,2.5000,1.4025,-49.6511,2.4679,0.3512,-0.0235,0.3489,-0.0321,1.3882,1.3882,0.0000,0.0000,1.3793,1.3793,-0.0016,-0.0027,0.0089,0.6409,
21,20240207-MicroHoles_study_1 (0.264) (280) ,11708,2.8142,-50.0000,2.5000,2.7805,-49.6517,2.4655,0.3516,-0.0337,0.3483,-0.0345,,,,,,,,,,,
22,20240207-MicroHoles_study_1 (0.264) (280) ,11714,4.2026,-50.0000,2.5000,4.1587,-49.6541,2.4646,0.3505,-0.0438,0.3459,-0.0354,1.3884,1.3884,0.0000,0.0000,1.3782,1.3782,-0.0024,-0.0009,0.0101,0.7300,
23,20240207-MicroHoles_study_1 (0.264) (280) ,11705,5.5942,-50.0000,2.5000,5.5419,-49.6557,2.4634,0.3502,-0.0523,0.3443,-0.0366,,,,,,,,,,,
24,20240207-MicroHoles_study_1 (0.264) (280) ,11720,6.9859,-50.0000,2.5000,6.9249,-49.6572,2.4605,0.3504,-0.0610,0.3428,-0.0395,1.3917,1.3917,0.0000,0.0000,1.3829,1.3829,-0.0015,-0.0029,0.0087,0.6277,
25,20240207-MicroHoles_study_1 (0.264) (280) ,11717,8.3753,-50.0000,2.5000,8.3036,-49.6584,2.4581,0.3516,-0.0718,0.3416,-0.0419,,,,,,,,,,,
26,20240207-MicroHoles_study_1 (0.264) (280) ,11723,9.7619,-50.0000,2.5000,9.6810,-49.6601,2.4574,0.3520,-0.0809,0.3399,-0.0426,1.3866,1.3866,0.0000,0.0000,1.3775,1.3775,-0.0017,-0.0006,0.0091,0.6563,
27,20240207-MicroHoles_study_1 (0.264) (280) ,11726,11.1499,-50.0000,2.5000,11.0606,-49.6614,2.4554,0.3530,-0.0893,0.3386,-0.0446,,,,,,,,,,,
28,20240207-MicroHoles_study_1 (0.264) (280) ,11702,12.5379,-50.0000,2.5000,12.4395,-49.6620,2.4531,0.3551,-0.0983,0.3380,-0.0469,1.3880,1.3880,0.0000,0.0000,1.3789,1.3789,-0.0006,-0.0023,0.0091,0.6538,
29,20240207-MicroHoles_study_1 (0.264) (280) ,11735,13.9215,-50.0000,2.5000,13.8122,-49.6633,2.4516,0.3573,-0.1094,0.3367,-0.0484,,,,,,,,,,,
30,20240207-MicroHoles_study_1 (0.264) (280) ,11732,15.3086,-50.0000,2.5000,15.1900,-49.6655,2.4499,0.3584,-0.1186,0.3345,-0.0501,1.3870,1.3870,0.0000,0.0000,1.3778,1.3778,-0.0022,-0.0017,0.0092,0.6635,
31,20240207-MicroHoles_study_1 (0.264) (280) ,11738,16.6967,-50.0000,2.5000,16.5695,-49.6673,2.4491,0.3598,-0.1271,0.3327,-0.0509,,,,,,,,,,,
32,20240207-MicroHoles_study_1 (0.264) (280) ,11729,18.0848,-50.0000,2.5000,17.9489,-49.6688,2.4465,0.3620,-0.1359,0.3312,-0.0535,1.3881,1.3881,0.0000,0.0000,1.3793,1.3793,-0.0015,-0.0026,0.0088,0.6336,
33,20240207-MicroHoles_study_1 (0.264) (280) ,11744,19.4720,-50.0000,2.5000,19.3246,-49.6707,2.4450,0.3650,-0.1474,0.3293,-0.0550,,,,,,,,,,,
34,20240207-MicroHoles_study_1 (0.264) (280) ,11741,20.8547,-50.0000,2.5000,20.6983,-49.6736,2.4447,0.3662,-0.1564,0.3264,-0.0553,1.3826,1.3826,0.0000,0.0000,1.3736,1.3736,-0.0029,-0.0002,0.0090,0.6502,
35,20240207-MicroHoles_study_1 (0.264) (280) ,11747,22.2346,-50.0000,2.5000,22.0698,-49.6764,2.4438,0.3674,-0.1647,0.3236,-0.0562,,,,,,,,,,,
36,20240207-MicroHoles_study_1 (0.264) (280) ,11750,23.6175,-50.0000,2.5000,23.4444,-49.6798,2.4415,0.3686,-0.1730,0.3202,-0.0585,1.3829,1.3829,0.0000,0.0000,1.3746,1.3746,-0.0034,-0.0022,0.0083,0.6006,
37,20240207-MicroHoles_study_1 (0.264) (280) ,688,25.0000,-50.0000,2.5000,24.8188,-49.6827,2.4395,0.3704,-0.1812,0.3173,-0.0605,,,,,,,,,,,
