Location,Study Name,Nodes,Before deformation global X[mm],Before deformation global Y[mm],Before deformation global Z[mm],After deformation global X[mm],After deformation global Y[mm],After deformation global Z[mm],Deflection mm,Deflection components global X[mm],Deflection components global Y[mm],Deflection components global Z[mm],Distance before deformation mm,Distance before deformation global X[mm],Distance before deformation global Y[mm],Distance before deformation global Z[mm],Distance after deformation mm,Distance after deformation global X[mm],Distance after deformation global Y[mm],Distance after deformation global Z[mm],Shrinkage mm,Shrinkage percent
26,20240207-MicroHoles_study_1 (0.264) (280) ,11188,-25.0000,15.2373,0.0000,-24.8261,15.1282,0.0044,0.2053,0.1739,-0.1091,0.0044,1.3891,0.0000,-1.3891,0.0000,1.3805,-0.0013,-1.3805,-0.0007,0.0086,0.6182,
27,20240207-MicroHoles_study_1 (0.264) (280) ,11191,-25.0000,13.8484,0.0000,-24.8262,13.7493,0.0053,0.2002,0.1738,-0.0991,0.0053,,,,,,,,,,,
28,20240207-MicroHoles_study_1 (0.264) (280) ,11167,-25.0000,12.4617,0.0000,-24.8260,12.3724,0.0065,0.1957,0.1740,-0.0893,0.0065,1.3867,0.0000,-1.3867,0.0000,1.3769,0.0002,-1.3769,0.0011,0.0098,0.7071,
29,20240207-MicroHoles_study_1 (0.264) (280) ,11200,-25.0000,10.9197,0.0000,-24.8261,10.8413,0.0082,0.1909,0.1739,-0.0785,0.0082,,,,,,,,,,,
30,20240207-MicroHoles_study_1 (0.264) (280) ,11197,-25.0000,9.6852,0.0000,-24.8257,9.6152,0.0096,0.1881,0.1743,-0.0701,0.0096,1.2345,0.0000,-1.2345,0.0000,1.2261,0.0004,-1.2261,0.0014,0.0084,0.6767,
31,20240207-MicroHoles_study_1 (0.264) (280) ,11203,-25.0000,8.2950,0.0000,-24.8253,8.2349,0.0109,0.1851,0.1747,-0.0601,0.0109,,,,,,,,,,,
32,20240207-MicroHoles_study_1 (0.264) (280) ,11194,-25.0000,6.9048,0.0000,-24.8249,6.8552,0.0117,0.1823,0.1751,-0.0496,0.0117,1.3902,0.0000,-1.3902,0.0000,1.3797,0.0004,-1.3797,0.0008,0.0105,0.7562,
33,20240207-MicroHoles_study_1 (0.264) (280) ,11209,-25.0000,5.5147,0.0000,-24.8259,5.4753,0.0131,0.1790,0.1741,-0.0394,0.0131,,,,,,,,,,,
34,20240207-MicroHoles_study_1 (0.264) (280) ,11206,-25.0000,4.1247,0.0000,-24.8263,4.0941,0.0158,0.1771,0.1737,-0.0306,0.0158,1.3901,0.0000,-1.3901,0.0000,1.3812,-0.0004,-1.3812,0.0028,0.0089,0.6377,
35,20240207-MicroHoles_study_1 (0.264) (280) ,11212,-25.0000,2.7366,0.0000,-24.8261,2.7165,0.0169,0.1759,0.1739,-0.0201,0.0169,,,,,,,,,,,
36,20240207-MicroHoles_study_1 (0.264) (280) ,11215,-25.0000,1.3484,0.0000,-24.8265,1.3387,0.0170,0.1746,0.1735,-0.0098,0.0170,1.3881,0.0000,-1.3881,0.0000,1.3778,-0.0004,-1.3778,0.0001,0.0103,0.7429,
37,20240207-MicroHoles_study_1 (0.264) (280) ,11110,-25.0000,-0.0388,0.0000,-24.8267,-0.0394,0.0157,0.1740,0.1733,-0.0006,0.0157,,,,,,,,,,,
38,20240207-MicroHoles_study_1 (0.264) (280) ,11230,-25.0000,-1.4263,0.0000,-24.8265,-1.4174,0.0179,0.1747,0.1735,0.0089,0.0179,1.3875,0.0000,-1.3875,0.0000,1.3780,0.0002,-1.3780,0.0022,0.0095,0.6821,
39,20240207-MicroHoles_study_1 (0.264) (280) ,11227,-25.0000,-2.8138,0.0000,-24.8270,-2.7948,0.0185,0.1750,0.1730,0.0189,0.0185,,,,,,,,,,,
40,20240207-MicroHoles_study_1 (0.264) (280) ,11233,-25.0000,-4.2045,0.0000,-24.8270,-4.1753,0.0163,0.1762,0.1730,0.0292,0.0163,1.3907,0.0000,-1.3907,0.0000,1.3805,0.0000,-1.3805,-0.0022,0.0102,0.7364,
41,20240207-MicroHoles_study_1 (0.264) (280) ,11224,-25.0000,-5.5952,0.0000,-24.8296,-5.5569,0.0174,0.1755,0.1704,0.0383,0.0174,,,,,,,,,,,
42,20240207-MicroHoles_study_1 (0.264) (280) ,11239,-25.0000,-6.9853,0.0000,-24.8298,-6.9371,0.0176,0.1778,0.1702,0.0481,0.0176,1.3901,0.0000,-1.3901,0.0000,1.3803,-0.0001,-1.3803,0.0002,0.0098,0.7059,
43,20240207-MicroHoles_study_1 (0.264) (280) ,11236,-25.0000,-8.3736,0.0000,-24.8298,-8.3152,0.0177,0.1808,0.1702,0.0584,0.0177,,,,,,,,,,,
44,20240207-MicroHoles_study_1 (0.264) (280) ,11242,-25.0000,-9.8803,0.0000,-24.8307,-9.8118,0.0184,0.1835,0.1693,0.0685,0.0184,1.5067,0.0000,-1.5067,0.0000,1.4966,-0.0010,-1.4966,0.0007,0.0101,0.6684,
45,20240207-MicroHoles_study_1 (0.264) (280) ,11245,-25.0000,-11.1516,0.0000,-24.8301,-11.0744,0.0187,0.1875,0.1699,0.0771,0.0187,,,,,,,,,,,
46,20240207-MicroHoles_study_1 (0.264) (280) ,11221,-25.0000,-12.5384,0.0000,-24.8300,-12.4515,0.0196,0.1919,0.1700,0.0869,0.0196,1.3868,0.0000,-1.3868,0.0000,1.3771,0.0001,-1.3771,0.0008,0.0097,0.7016,
47,20240207-MicroHoles_study_1 (0.264) (280) ,11254,-25.0000,-13.9252,0.0000,-24.8290,-13.8285,0.0201,0.1975,0.1710,0.0968,0.0201,,,,,,,,,,,
