Location,Study Name,Nodes,Before deformation global X[mm],Before deformation global Y[mm],Before deformation global Z[mm],After deformation global X[mm],After deformation global Y[mm],After deformation global Z[mm],Deflection mm,Deflection components global X[mm],Deflection components global Y[mm],Deflection components global Z[mm],Distance before deformation mm,Distance before deformation global X[mm],Distance before deformation global Y[mm],Distance before deformation global Z[mm],Distance after deformation mm,Distance after deformation global X[mm],Distance after deformation global Y[mm],Distance after deformation global Z[mm],Shrinkage mm,Shrinkage percent
27,20240207-MicroHoles_study_1 (0.264) (320),11472,-25.0000,-13.9252,2.5000,-24.8282,-13.8279,2.5109,0.1978,0.1718,0.0974,0.0109,,,,,,,,,,,
28,20240207-MicroHoles_study_1 (0.264) (320),11439,-25.0000,-12.5384,2.5000,-24.8292,-12.4506,2.5103,0.1923,0.1708,0.0878,0.0103,1.3869,0.0000,1.3869,0.0000,1.3773,-0.0010,1.3773,-0.0007,0.0096,0.6916,
29,20240207-MicroHoles_study_1 (0.264) (320),11463,-25.0000,-11.1516,2.5000,-24.8294,-11.0739,2.5097,0.1877,0.1706,0.0776,0.0097,,,,,,,,,,,
30,20240207-MicroHoles_study_1 (0.264) (320),11460,-25.0000,-9.8803,2.5000,-24.8301,-9.8115,2.5087,0.1835,0.1699,0.0688,0.0087,1.2713,0.0000,1.2713,0.0000,1.2624,-0.0007,1.2624,-0.0010,0.0089,0.6993,
31,20240207-MicroHoles_study_1 (0.264) (320),11454,-25.0000,-8.3736,2.5000,-24.8293,-8.3151,2.5084,0.1806,0.1707,0.0585,0.0084,,,,,,,,,,,
32,20240207-MicroHoles_study_1 (0.264) (320),11457,-25.0000,-6.9859,2.5000,-24.8297,-6.9377,2.5080,0.1772,0.1703,0.0481,0.0080,1.3877,0.0000,1.3877,0.0000,1.3774,-0.0003,1.3774,-0.0004,0.0103,0.7454,
33,20240207-MicroHoles_study_1 (0.264) (320),11442,-25.0000,-5.5952,2.5000,-24.8309,-5.5570,2.5069,0.1735,0.1691,0.0382,0.0069,,,,,,,,,,,
34,20240207-MicroHoles_study_1 (0.264) (320),11451,-25.0000,-4.2045,2.5000,-24.8290,-4.1748,2.5063,0.1737,0.1710,0.0297,0.0063,1.3907,0.0000,1.3907,0.0000,1.3822,0.0019,1.3822,-0.0006,0.0085,0.6087,
35,20240207-MicroHoles_study_1 (0.264) (320),11445,-25.0000,-2.8138,2.5000,-24.8270,-2.7939,2.5032,0.1742,0.1730,0.0199,0.0032,,,,,,,,,,,
36,20240207-MicroHoles_study_1 (0.264) (320),11448,-25.0000,-1.4263,2.5000,-24.8266,-1.4170,2.5026,0.1736,0.1734,0.0093,0.0026,1.3875,0.0000,1.3875,0.0000,1.3769,0.0004,1.3769,-0.0006,0.0106,0.7639,
37,20240207-MicroHoles_study_1 (0.264) (320),11328,-25.0000,-0.0388,2.5000,-24.8268,-0.0389,2.5045,0.1733,0.1732,-0.0001,0.0045,,,,,,,,,,,
38,20240207-MicroHoles_study_1 (0.264) (320),11433,-25.0000,1.3484,2.5000,-24.8262,1.3388,2.5015,0.1741,0.1738,-0.0096,0.0015,1.3872,0.0000,1.3872,0.0000,1.3778,0.0006,1.3778,-0.0029,0.0095,0.6828,
39,20240207-MicroHoles_study_1 (0.264) (320),11430,-25.0000,2.7366,2.5000,-24.8253,2.7168,2.5014,0.1758,0.1747,-0.0198,0.0014,,,,,,,,,,,
40,20240207-MicroHoles_study_1 (0.264) (320),11424,-25.0000,4.1247,2.5000,-24.8257,4.0950,2.5003,0.1768,0.1743,-0.0296,0.0003,1.3881,0.0000,1.3881,0.0000,1.3783,-0.0004,1.3783,-0.0011,0.0098,0.7082,
41,20240207-MicroHoles_study_1 (0.264) (320),11427,-25.0000,5.5147,2.5000,-24.8259,5.4758,2.5014,0.1784,0.1741,-0.0390,0.0014,,,,,,,,,,,
42,20240207-MicroHoles_study_1 (0.264) (320),11412,-25.0000,6.9048,2.5000,-24.8256,6.8564,2.5010,0.1810,0.1744,-0.0484,0.0010,1.3901,0.0000,1.3901,0.0000,1.3806,0.0003,1.3806,-0.0004,0.0095,0.6804,
43,20240207-MicroHoles_study_1 (0.264) (320),11421,-25.0000,8.2950,2.5000,-24.8258,8.2357,2.4992,0.1840,0.1742,-0.0593,-0.0008,,,,,,,,,,,
44,20240207-MicroHoles_study_1 (0.264) (320),11415,-25.0000,9.6852,2.5000,-24.8268,9.6162,2.4981,0.1865,0.1732,-0.0691,-0.0019,1.3902,0.0000,1.3902,0.0000,1.3804,-0.0010,1.3804,-0.0011,0.0098,0.7052,
45,20240207-MicroHoles_study_1 (0.264) (320),11418,-25.0000,10.9197,2.5000,-24.8283,10.8424,2.4963,0.1884,0.1717,-0.0773,-0.0037,,,,,,,,,,,
46,20240207-MicroHoles_study_1 (0.264) (320),11385,-25.0000,12.4617,2.5000,-24.8283,12.3736,2.4949,0.1931,0.1717,-0.0881,-0.0051,1.5420,0.0000,1.5420,0.0000,1.5312,0.0000,1.5312,-0.0014,0.0108,0.7035,
47,20240207-MicroHoles_study_1 (0.264) (320),11409,-25.0000,13.8484,2.5000,-24.8287,13.7502,2.4933,0.1976,0.1713,-0.0983,-0.0067,,,,,,,,,,,
48,20240207-MicroHoles_study_1 (0.264) (320),11406,-25.0000,15.2373,2.5000,-24.8288,15.1297,2.4915,0.2024,0.1712,-0.1076,-0.0085,1.3888,0.0000,1.3888,0.0000,1.3795,-0.0001,1.3795,-0.0018,0.0093,0.6701,
49,20240207-MicroHoles_study_1 (0.264) (320),11400,-25.0000,16.6264,2.5000,-24.8273,16.5097,2.4877,0.2088,0.1727,-0.1167,-0.0123,,,,,,,,,,,
50,20240207-MicroHoles_study_1 (0.264) (320),11403,-25.0000,18.0156,2.5000,-24.8248,17.8887,2.4868,0.2167,0.1752,-0.1269,-0.0132,1.3892,0.0000,1.3892,0.0000,1.3790,0.0025,1.3790,-0.0008,0.0102,0.7358,
51,20240207-MicroHoles_study_1 (0.264) (320),11388,-25.0000,19.4048,2.5000,-24.8260,19.2649,2.4864,0.2237,0.1740,-0.1399,-0.0136,,,,,,,,,,,
52,20240207-MicroHoles_study_1 (0.264) (320),11397,-25.0000,20.7974,2.5000,-24.8281,20.6485,2.4863,0.2278,0.1719,-0.1489,-0.0137,1.3926,0.0000,1.3926,0.0000,1.3837,-0.0021,1.3837,0.0000,0.0090,0.6449,
53,20240207-MicroHoles_study_1 (0.264) (320),11391,-25.0000,22.1879,2.5000,-24.8281,22.0297,2.4857,0.2341,0.1719,-0.1582,-0.0143,,,,,,,,,,,
54,20240207-MicroHoles_study_1 (0.264) (320),11394,-25.0000,23.5750,2.5000,-24.8292,23.4071,2.4835,0.2401,0.1708,-0.1679,-0.0165,1.3871,0.0000,1.3871,0.0000,1.3775,-0.0011,1.3775,-0.0022,0.0096,0.6948,
55,20240207-MicroHoles_study_1 (0.264) (320),11331,-25.0000,24.9621,2.5000,-24.8291,24.7843,2.4817,0.2473,0.1709,-0.1778,-0.0183,,,,,,,,,,,
56,20240207-MicroHoles_study_1 (0.264) (320),11382,-25.0000,26.3484,2.5000,-24.8291,26.1609,2.4799,0.2546,0.1709,-0.1876,-0.0201,1.3863,0.0000,1.3863,0.0000,1.3766,0.0000,1.3766,-0.0018,0.0097,0.7018,
57,20240207-MicroHoles_study_1 (0.264) (320),11379,-25.0000,27.7381,2.5000,-24.8271,27.5415,2.4785,0.2627,0.1729,-0.1966,-0.0215,,,,,,,,,,,
58,20240207-MicroHoles_study_1 (0.264) (320),11373,-25.0000,29.1247,2.5000,-24.8265,28.9173,2.4758,0.2715,0.1735,-0.2074,-0.0242,1.3866,0.0000,1.3866,0.0000,1.3758,0.0006,1.3758,-0.0026,0.0108,0.7781,
59,20240207-MicroHoles_study_1 (0.264) (320),11376,-25.0000,30.5141,2.5000,-24.8278,30.2962,2.4740,0.2790,0.1722,-0.2179,-0.0260,,,,,,,,,,,
60,20240207-MicroHoles_study_1 (0.264) (320),11361,-25.0000,31.7197,2.5000,-24.8279,31.4942,2.4722,0.2850,0.1721,-0.2255,-0.0278,1.2056,0.0000,1.2056,0.0000,1.1980,-0.0001,1.1980,-0.0018,0.0075,0.6259,
61,20240207-MicroHoles_study_1 (0.264) (320),11370,-25.0000,33.2968,2.5000,-24.8260,33.0604,2.4696,0.2951,0.1740,-0.2365,-0.0304,,,,,,,,,,,
62,20240207-MicroHoles_study_1 (0.264) (320),11364,-25.0000,34.6868,2.5000,-24.8261,34.4397,2.4675,0.3039,0.1739,-0.2470,-0.0325,1.3900,0.0000,1.3900,0.0000,1.3794,-0.0001,1.3794,-0.0021,0.0106,0.7612,
63,20240207-MicroHoles_study_1 (0.264) (320),11367,-25.0000,36.0764,2.5000,-24.8284,35.8195,2.4656,0.3108,0.1716,-0.2569,-0.0344,,,,,,,,,,,
64,20240207-MicroHoles_study_1 (0.264) (320),11334,-25.0000,37.4661,2.5000,-24.8291,37.2008,2.4627,0.3178,0.1709,-0.2653,-0.0373,1.3896,0.0000,1.3896,0.0000,1.3812,-0.0006,1.3812,-0.0030,0.0084,0.6040,
65,20240207-MicroHoles_study_1 (0.264) (320),11358,-25.0000,38.8554,2.5000,-24.8279,38.5797,2.4583,0.3277,0.1721,-0.2757,-0.0417,,,,,,,,,,,
66,20240207-MicroHoles_study_1 (0.264) (320),11355,-25.0000,40.2435,2.5000,-24.8290,39.9556,2.4567,0.3377,0.1710,-0.2879,-0.0433,1.3881,0.0000,1.3881,0.0000,1.3759,-0.0011,1.3759,-0.0016,0.0123,0.8835,
67,20240207-MicroHoles_study_1 (0.264) (320),11349,-25.0000,42.1197,2.5000,-24.8320,41.8195,2.4538,0.3471,0.1680,-0.3003,-0.0462,,,,,,,,,,,
68,20240207-MicroHoles_study_1 (0.264) (320),11352,-25.0000,43.0246,2.5000,-24.8319,42.7194,2.4507,0.3519,0.1681,-0.3051,-0.0493,0.9049,0.0000,0.9049,0.0000,0.9000,0.0001,0.9000,-0.0031,0.0049,0.5395,
69,20240207-MicroHoles_study_1 (0.264) (320),11337,-25.0000,44.4187,2.5000,-24.8315,44.1012,2.4463,0.3634,0.1685,-0.3175,-0.0537,,,,,,,,,,,
70,20240207-MicroHoles_study_1 (0.264) (320),11346,-25.0000,45.8149,2.5000,-24.8339,45.4851,2.4447,0.3734,0.1661,-0.3298,-0.0553,1.3961,0.0000,1.3961,0.0000,1.3839,-0.0023,1.3839,-0.0016,0.0123,0.8788,
71,20240207-MicroHoles_study_1 (0.264) (320),11340,-25.0000,47.2088,2.5000,-24.8395,46.8696,2.4430,0.3796,0.1605,-0.3392,-0.0570,,,,,,,,,,,
72,20240207-MicroHoles_study_1 (0.264) (320),11343,-25.0000,48.6027,2.5000,-24.8450,48.2569,2.4391,0.3838,0.1550,-0.3458,-0.0609,1.3939,0.0000,1.3939,0.0000,1.3874,-0.0056,1.3874,-0.0039,0.0066,0.4707,
73,20240207-MicroHoles_study_1 (0.264) (320),690,-25.0000,50.0000,2.5000,-24.8475,49.6472,2.4351,0.3898,0.1525,-0.3528,-0.0649,,,,,,,,,,,
